time,x,y,z,yaw_deg,vx,vy,speed,cmd_vx,cmd_vy,cmd_wz
1775255859.236,3.1581,0.3591,0.0551,-105.9,-0.000,-0.000,0.000,0.00,0.00,0.00
1775255859.289,3.1581,0.3590,0.0552,-105.9,-0.000,-0.001,0.001,0.00,0.00,0.00
1775255859.343,3.1581,0.3590,0.0553,-105.9,-0.000,-0.001,0.001,0.00,0.00,0.00
1775255859.396,3.1581,0.3588,0.0555,-105.9,-0.001,-0.003,0.003,0.00,0.00,0.00
1775255859.449,3.1581,0.3587,0.0555,-105.9,-0.000,-0.003,0.003,0.00,0.00,0.00
1775255859.503,3.1580,0.3585,0.0553,-105.9,-0.000,-0.004,0.004,0.00,0.00,0.00
1775255859.556,3.1580,0.3583,0.0552,-105.9,-0.000,-0.004,0.004,0.00,0.00,0.00
1775255859.609,3.1580,0.3581,0.0552,-105.9,-0.001,-0.003,0.004,0.00,0.00,0.00
1775255859.663,3.1580,0.3579,0.0552,-105.9,-0.000,-0.003,0.003,0.00,0.00,0.00
1775255859.716,3.1579,0.3577,0.0551,-105.9,-0.000,-0.004,0.004,0.00,0.00,0.00
1775255859.769,3.1579,0.3575,0.0550,-105.9,-0.001,-0.004,0.004,0.00,0.00,0.00
1775255859.823,3.1579,0.3576,0.0551,-105.9,0.001,0.001,0.002,0.00,0.00,0.00
1775255859.876,3.1583,0.3588,0.0583,-105.9,0.007,0.023,0.024,0.00,0.00,0.00
1775255859.929,3.1593,0.3617,0.0652,-105.9,0.018,0.055,0.058,0.00,0.00,0.00
1775255859.983,3.1610,0.3674,0.0772,-105.9,0.033,0.106,0.111,0.00,0.00,0.00
1775255860.036,3.1631,0.3746,0.0948,-105.9,0.038,0.136,0.141,0.00,0.00,0.00
1775255860.089,3.1647,0.3803,0.1159,-106.0,0.030,0.106,0.110,0.00,0.00,0.00
1775255860.143,3.1656,0.3840,0.1408,-106.0,0.018,0.070,0.072,0.00,0.00,0.00
1775255860.196,3.1660,0.3854,0.1659,-106.0,0.006,0.027,0.028,0.00,0.00,0.00
1775255860.249,3.1656,0.3849,0.1900,-106.0,-0.006,-0.011,0.012,0.00,0.00,0.00
1775255860.303,3.1647,0.3823,0.2136,-106.1,-0.017,-0.049,0.052,0.00,0.00,0.00
1775255860.356,3.1635,0.3787,0.2361,-106.1,-0.024,-0.067,0.071,0.00,0.00,0.00
1775255860.409,3.1623,0.3752,0.2571,-106.1,-0.022,-0.065,0.069,0.00,0.00,0.00
1775255860.463,3.1609,0.3712,0.2774,-106.2,-0.025,-0.074,0.078,0.00,0.00,0.00
1775255860.516,3.1592,0.3662,0.2971,-106.3,-0.032,-0.094,0.099,0.00,0.00,0.00
1775255860.569,3.1576,0.3611,0.3111,-106.4,-0.030,-0.096,0.101,0.00,0.00,0.00
1775255860.623,3.1560,0.3549,0.3188,-106.4,-0.031,-0.117,0.121,0.00,0.00,0.00
1775255860.676,3.1545,0.3500,0.3220,-106.4,-0.026,-0.092,0.095,0.00,0.00,0.00
1775255860.737,3.1534,0.3464,0.3239,-106.5,-0.018,-0.059,0.061,0.00,0.00,0.00
1775255860.789,3.1531,0.3455,0.3246,-106.6,-0.007,-0.017,0.019,0.00,0.00,0.00
1775255860.843,3.1533,0.3461,0.3249,-106.6,0.005,0.012,0.013,0.00,0.00,0.00
1775255860.896,3.1538,0.3476,0.3250,-106.6,0.009,0.028,0.029,0.00,0.00,0.00
1775255860.949,3.1542,0.3492,0.3251,-106.5,0.008,0.030,0.031,0.00,0.00,0.00
1775255861.003,3.1546,0.3509,0.3251,-106.6,0.007,0.031,0.032,0.00,0.00,0.00
1775255861.056,3.1548,0.3517,0.3251,-106.6,0.004,0.015,0.015,0.00,0.00,0.00
1775255861.109,3.1548,0.3516,0.3250,-106.5,0.000,-0.000,0.000,0.00,0.00,0.00
1775255861.166,3.1547,0.3512,0.3251,-106.6,-0.002,-0.008,0.008,0.00,0.00,0.00
1775255861.219,3.1546,0.3508,0.3251,-106.6,-0.003,-0.007,0.007,0.00,0.00,0.00
1775255861.276,3.1545,0.3506,0.3251,-106.6,-0.001,-0.004,0.004,0.00,0.00,0.00
1775255861.329,3.1545,0.3506,0.3251,-106.6,0.001,-0.000,0.001,0.00,0.00,0.00
1775255861.383,3.1546,0.3507,0.3251,-106.6,0.001,0.001,0.002,0.00,0.00,0.00
1775255861.436,3.1545,0.3507,0.3251,-106.6,-0.001,0.001,0.001,0.00,0.00,0.00
1775255861.489,3.1545,0.3507,0.3251,-106.6,-0.000,-0.000,0.000,0.00,0.00,0.00
1775255861.542,3.1546,0.3507,0.3251,-106.6,0.001,-0.001,0.002,0.00,0.00,0.00
1775255861.596,3.1546,0.3507,0.3251,-106.6,0.000,-0.000,0.000,0.00,0.00,0.00
1775255861.649,3.1546,0.3507,0.3251,-106.6,-0.001,0.000,0.001,0.00,0.00,0.00
1775255861.703,3.1545,0.3507,0.3251,-106.6,-0.000,-0.000,0.001,0.00,0.00,0.00
1775255861.756,3.1546,0.3507,0.3251,-106.6,0.001,0.000,0.001,0.00,0.00,0.00
1775255861.809,3.1546,0.3506,0.3251,-106.6,0.000,-0.001,0.001,0.00,0.00,0.00
1775255861.862,3.1546,0.3506,0.3251,-106.6,-0.001,0.001,0.001,0.00,0.00,0.00
1775255861.916,3.1545,0.3506,0.3251,-106.6,-0.001,-0.000,0.001,0.00,0.00,0.00
1775255861.969,3.1546,0.3506,0.3251,-106.6,0.001,0.000,0.001,0.00,0.00,0.00
1775255862.022,3.1547,0.3506,0.3251,-106.5,0.002,-0.000,0.002,0.00,0.00,0.00
1775255862.076,3.1546,0.3506,0.3251,-106.6,-0.001,-0.000,0.001,0.00,0.00,0.00
1775255862.129,3.1545,0.3506,0.3251,-106.6,-0.002,0.000,0.002,0.00,0.00,0.00
1775255862.182,3.1546,0.3506,0.3251,-106.6,0.000,-0.000,0.000,0.00,0.00,0.00
1775255862.236,3.1583,0.3568,0.3233,-106.5,0.070,0.117,0.136,0.00,0.00,0.00
1775255862.289,3.1608,0.3591,0.3231,-106.1,0.047,0.043,0.063,0.00,0.00,0.00
1775255862.342,3.1633,0.3601,0.3208,-105.6,0.046,0.018,0.050,0.00,0.00,0.00
1775255862.396,3.1648,0.3609,0.3179,-105.2,0.028,0.014,0.031,0.00,0.00,0.00
1775255862.449,3.1657,0.3600,0.3168,-104.9,0.017,-0.016,0.023,0.00,0.00,0.00
1775255862.503,3.1657,0.3583,0.3161,-104.6,0.001,-0.032,0.032,0.00,0.00,0.00
1775255862.556,3.1651,0.3559,0.3154,-104.3,-0.011,-0.045,0.047,0.00,0.00,0.00
1775255862.609,3.1646,0.3541,0.3150,-104.1,-0.011,-0.034,0.036,0.00,0.00,0.00
1775255862.662,3.1641,0.3527,0.3145,-104.0,-0.010,-0.026,0.028,0.00,0.00,0.00
1775255862.716,3.1641,0.3516,0.3141,-103.8,0.000,-0.021,0.021,0.00,0.00,0.00
1775255862.769,3.1642,0.3511,0.3139,-103.7,0.003,-0.009,0.010,0.00,0.00,0.00
1775255862.822,3.1643,0.3508,0.3138,-103.7,0.001,-0.005,0.006,0.00,0.00,0.00
1775255862.876,3.1642,0.3506,0.3138,-103.6,-0.002,-0.004,0.004,0.00,0.00,0.00
1775255862.929,3.1641,0.3504,0.3137,-103.6,-0.002,-0.004,0.004,0.00,0.00,0.00
1775255862.982,3.1641,0.3501,0.3137,-103.6,-0.000,-0.006,0.006,0.00,0.00,0.00
1775255863.036,3.1639,0.3497,0.3136,-103.6,-0.003,-0.007,0.007,0.00,0.00,0.00
1775255863.089,3.1637,0.3493,0.3136,-103.5,-0.004,-0.009,0.010,0.00,0.00,0.00
1775255863.142,3.1636,0.3488,0.3136,-103.5,-0.003,-0.008,0.008,0.00,0.00,0.00
1775255863.196,3.1635,0.3485,0.3136,-103.5,-0.001,-0.007,0.007,0.00,0.00,0.00
1775255863.249,3.1634,0.3481,0.3136,-103.5,-0.002,-0.007,0.007,0.00,0.00,0.00
1775255863.302,3.1633,0.3479,0.3135,-103.5,-0.003,-0.005,0.006,0.00,0.00,0.00
1775255863.356,3.1632,0.3475,0.3135,-103.5,-0.001,-0.006,0.006,0.00,0.00,0.00
1775255863.406,3.1632,0.3473,0.3135,-103.5,0.000,-0.004,0.004,0.00,0.00,0.00
1775255863.459,3.1632,0.3471,0.3135,-103.4,-0.001,-0.005,0.005,0.00,0.00,0.00
1775255863.512,3.1631,0.3468,0.3135,-103.5,-0.002,-0.006,0.006,0.00,0.00,0.00
1775255863.566,3.1630,0.3465,0.3135,-103.4,-0.002,-0.005,0.006,0.00,0.00,0.00
1775255863.619,3.1630,0.3462,0.3135,-103.4,0.000,-0.005,0.005,0.00,0.00,0.00
1775255863.672,3.1630,0.3460,0.3135,-103.4,0.000,-0.004,0.004,0.00,0.00,0.00
1775255863.726,3.1629,0.3458,0.3135,-103.4,-0.002,-0.003,0.004,0.00,0.00,0.00
1775255863.779,3.1628,0.3457,0.3134,-103.4,-0.002,-0.002,0.003,0.00,0.00,0.00
1775255863.832,3.1628,0.3456,0.3134,-103.4,0.001,-0.003,0.003,0.00,0.00,0.00
1775255863.886,3.1628,0.3456,0.3133,-103.4,0.000,-0.000,0.000,0.00,0.00,0.00
1775255863.939,3.1628,0.3455,0.3133,-103.4,-0.001,-0.002,0.002,0.00,0.00,0.00
1775255863.992,3.1626,0.3454,0.3133,-103.4,-0.003,-0.002,0.003,0.00,0.00,0.00
1775255864.046,3.1626,0.3451,0.3134,-103.4,-0.000,-0.005,0.005,0.00,0.00,0.00
1775255864.099,3.1626,0.3449,0.3134,-103.4,0.000,-0.005,0.005,0.00,0.00,0.00
1775255864.152,3.1626,0.3447,0.3133,-103.4,-0.001,-0.004,0.004,0.00,0.00,0.00
1775255864.206,3.1625,0.3445,0.3133,-103.4,-0.002,-0.003,0.003,0.00,0.00,0.00
1775255864.259,3.1625,0.3444,0.3133,-103.4,-0.000,-0.001,0.001,0.00,0.00,0.00
1775255864.312,3.1625,0.3444,0.3133,-103.4,0.001,-0.001,0.002,0.00,0.00,0.00
1775255864.366,3.1625,0.3443,0.3133,-103.3,0.000,-0.001,0.001,0.00,0.00,0.00
1775255864.419,3.1624,0.3444,0.3133,-103.3,-0.002,0.001,0.002,0.00,0.00,0.00
1775255864.472,3.1624,0.3444,0.3133,-103.3,-0.000,0.000,0.000,0.00,0.00,0.00
1775255864.526,3.1625,0.3443,0.3133,-103.3,0.001,-0.001,0.002,0.00,0.00,0.00
1775255864.579,3.1626,0.3443,0.3133,-103.3,0.001,-0.000,0.001,0.00,0.00,0.00
1775255864.632,3.1625,0.3443,0.3133,-103.3,-0.001,0.000,0.002,0.00,0.00,0.00
1775255864.686,3.1624,0.3444,0.3132,-103.3,-0.001,0.000,0.001,0.00,0.00,0.00
1775255864.739,3.1625,0.3443,0.3132,-103.3,0.001,-0.000,0.001,0.00,0.00,0.00
1775255864.792,3.1625,0.3443,0.3132,-103.3,0.001,-0.001,0.001,0.00,0.00,0.00
1775255864.845,3.1625,0.3442,0.3132,-103.3,-0.001,-0.001,0.001,0.00,0.00,0.00
1775255864.899,3.1624,0.3443,0.3132,-103.3,-0.001,0.001,0.002,0.00,0.00,0.00
1775255864.952,3.1625,0.3443,0.3132,-103.3,0.001,-0.001,0.002,0.00,0.00,0.00
1775255865.006,3.1625,0.3443,0.3133,-103.3,0.001,0.001,0.001,0.00,0.00,0.00
1775255865.061,3.1625,0.3443,0.3133,-103.3,-0.001,-0.000,0.001,0.00,0.00,0.00
1775255865.112,3.1624,0.3443,0.3133,-103.3,-0.002,0.001,0.002,0.00,0.00,0.00
1775255865.166,3.1624,0.3443,0.3133,-103.3,-0.000,-0.000,0.000,0.00,0.00,0.00
1775255865.219,3.1625,0.3443,0.3133,-103.3,0.002,-0.001,0.002,0.00,0.00,0.00
1775255865.272,3.1625,0.3443,0.3133,-103.3,-0.000,-0.000,0.000,0.00,0.00,0.00
1775255865.326,3.1624,0.3442,0.3133,-103.3,-0.002,-0.001,0.002,0.00,0.00,0.00
1775255865.382,3.1624,0.3442,0.3133,-103.3,-0.000,-0.001,0.001,0.00,0.00,0.00
1775255865.435,3.1625,0.3441,0.3133,-103.3,0.002,-0.002,0.003,0.00,0.00,0.00
1775255865.489,3.1625,0.3440,0.3133,-103.3,0.001,-0.001,0.001,0.00,0.00,0.00
1775255865.542,3.1624,0.3441,0.3133,-103.3,-0.001,0.001,0.002,0.00,0.00,0.00
1775255865.595,3.1624,0.3441,0.3133,-103.3,-0.001,0.000,0.001,0.00,0.00,0.00
1775255865.649,3.1624,0.3440,0.3133,-103.3,0.001,-0.002,0.002,0.00,0.00,0.00
1775255865.702,3.1625,0.3440,0.3133,-103.3,0.001,-0.001,0.001,0.00,0.00,0.00
1775255865.755,3.1624,0.3440,0.3133,-103.3,-0.001,0.001,0.001,0.00,0.00,0.00
1775255865.809,3.1623,0.3440,0.3133,-103.3,-0.002,-0.000,0.002,0.00,0.00,0.00
1775255865.862,3.1623,0.3439,0.3133,-103.3,0.000,-0.001,0.001,0.00,0.00,0.00
1775255865.912,3.1624,0.3438,0.3132,-103.3,0.002,-0.002,0.003,0.00,0.00,0.00
1775255865.965,3.1624,0.3437,0.3133,-103.3,0.000,-0.001,0.001,0.00,0.00,0.00
1775255866.019,3.1623,0.3437,0.3133,-103.3,-0.002,-0.000,0.002,0.00,0.00,0.00
1775255866.073,3.1623,0.3437,0.3132,-103.3,-0.001,-0.001,0.001,0.00,0.00,0.00
1775255866.127,3.1623,0.3436,0.3132,-103.3,0.001,-0.002,0.003,0.00,0.00,0.00
1775255866.179,3.1624,0.3435,0.3132,-103.3,0.001,-0.001,0.001,0.00,0.00,0.00
1775255866.229,3.1623,0.3435,0.3132,-103.3,-0.001,0.000,0.001,0.00,0.00,0.00
1775255866.282,3.1622,0.3436,0.3132,-103.3,-0.001,0.000,0.002,0.00,0.00,0.00
1775255866.333,3.1623,0.3436,0.3132,-103.3,0.001,0.000,0.001,0.00,0.00,0.00
1775255866.385,3.1624,0.3436,0.3132,-103.3,0.002,-0.000,0.002,0.00,0.00,0.00
1775255866.439,3.1624,0.3435,0.3132,-103.3,-0.001,-0.001,0.001,0.00,0.00,0.00
1775255866.492,3.1623,0.3435,0.3132,-103.3,-0.002,0.000,0.002,0.00,0.00,0.00
1775255866.545,3.1623,0.3435,0.3132,-103.3,0.001,-0.000,0.001,0.00,0.00,0.00
1775255866.599,3.1624,0.3435,0.3132,-103.3,0.001,-0.001,0.001,0.00,0.00,0.00
1775255866.652,3.1624,0.3436,0.3135,-103.3,0.000,0.002,0.002,-1.50,0.00,0.00
1775255866.705,3.1649,0.3479,0.3133,-103.4,0.048,0.081,0.094,-1.50,0.00,0.00
1775255866.759,3.1656,0.3573,0.3129,-103.3,0.012,0.176,0.176,-1.50,0.00,0.00
1775255866.812,3.1633,0.3721,0.3131,-103.0,-0.042,0.279,0.282,-1.50,0.00,0.00
1775255866.865,3.1608,0.3928,0.3137,-102.6,-0.047,0.386,0.389,-1.50,0.00,0.00
1775255866.922,3.1611,0.4313,0.3116,-102.2,0.004,0.680,0.680,-1.50,0.00,0.00
1775255866.975,3.1655,0.4688,0.3152,-101.5,0.083,0.705,0.710,-1.50,0.00,0.00
1775255867.029,3.1928,0.5329,0.3128,-101.8,0.511,1.200,1.304,-1.50,0.00,0.00
1775255867.082,3.2065,0.5801,0.3138,-101.8,0.258,0.886,0.922,-1.50,0.00,0.00
1775255867.135,3.2123,0.6245,0.3027,-102.2,0.109,0.833,0.840,-1.50,0.00,0.00
1775255867.189,3.2186,0.6766,0.3062,-102.1,0.118,0.976,0.983,-1.50,0.00,0.00
1775255867.242,3.2271,0.7413,0.3121,-101.9,0.159,1.217,1.227,-1.50,0.00,0.00
1775255867.295,3.2339,0.7974,0.3061,-101.6,0.128,1.050,1.058,-1.50,0.00,0.00
1775255867.349,3.2419,0.8536,0.3082,-101.5,0.151,1.054,1.064,-1.50,0.00,0.00
1775255867.402,3.2539,0.9196,0.3136,-101.5,0.225,1.235,1.255,-1.50,0.00,0.00
1775255867.455,3.2674,0.9719,0.3115,-101.5,0.252,0.981,1.013,0.00,0.00,0.00
1775255867.509,3.2755,1.0237,0.3119,-101.7,0.153,0.973,0.985,0.00,0.00,0.00
1775255867.562,3.2893,1.0827,0.3146,-101.7,0.257,1.104,1.133,0.00,0.00,0.00
1775255867.615,3.2923,1.1252,0.3104,-101.9,0.057,0.798,0.800,0.00,0.00,0.00
1775255867.669,3.3014,1.1640,0.3130,-101.5,0.172,0.729,0.749,0.00,0.00,0.00
1775255867.722,3.3049,1.2067,0.3175,-101.4,0.065,0.798,0.800,0.00,0.00,0.00
1775255867.775,3.3097,1.2431,0.3160,-101.6,0.091,0.684,0.690,0.00,0.00,0.00
1775255867.829,3.3230,1.2590,0.3161,-101.6,0.249,0.299,0.389,0.00,0.00,0.00
1775255867.885,3.3270,1.2841,0.3158,-101.9,0.071,0.441,0.447,0.00,0.00,0.00
1775255867.938,3.3334,1.3092,0.3168,-102.2,0.119,0.472,0.487,0.00,0.00,0.00
1775255867.992,3.3378,1.3276,0.3176,-102.4,0.083,0.344,0.354,0.00,0.00,0.00
1775255868.045,3.3431,1.3437,0.3178,-102.5,0.099,0.303,0.319,0.00,0.00,0.00
1775255868.099,3.3462,1.3536,0.3167,-102.6,0.058,0.186,0.195,0.00,0.00,0.00
1775255868.155,3.3487,1.3594,0.3161,-102.5,0.044,0.101,0.110,0.00,0.00,-0.80
1775255868.209,3.3492,1.3626,0.3153,-102.8,0.011,0.061,0.062,0.00,0.00,-0.80
1775255868.262,3.3501,1.3638,0.3148,-103.7,0.016,0.022,0.027,0.00,0.00,-0.80
1775255868.315,3.3512,1.3632,0.3157,-105.2,0.021,-0.012,0.024,0.00,0.00,-0.80
1775255868.369,3.3522,1.3619,0.3161,-107.2,0.018,-0.024,0.031,0.00,0.00,-0.80
1775255868.422,3.3536,1.3599,0.3169,-109.9,0.027,-0.038,0.046,0.00,0.00,-0.80
1775255868.475,3.3560,1.3586,0.3180,-112.9,0.044,-0.023,0.050,0.00,0.00,-0.80
1775255868.528,3.3595,1.3565,0.3190,-116.7,0.066,-0.041,0.078,0.00,0.00,-0.80
1775255868.582,3.3628,1.3554,0.3197,-120.7,0.061,-0.021,0.065,0.00,0.00,-0.80
1775255868.636,3.3658,1.3549,0.3196,-125.1,0.055,-0.008,0.055,0.00,0.00,0.00
1775255868.688,3.3700,1.3536,0.3188,-129.5,0.081,-0.025,0.084,0.00,0.00,0.00
1775255868.742,3.3732,1.3517,0.3179,-133.3,0.061,-0.036,0.071,0.00,0.00,0.00
1775255868.795,3.3746,1.3497,0.3181,-136.2,0.026,-0.037,0.045,0.00,0.00,0.00
1775255868.848,3.3755,1.3492,0.3169,-139.0,0.017,-0.010,0.020,0.00,0.00,0.00
1775255868.902,3.3757,1.3486,0.3151,-141.3,0.003,-0.010,0.010,0.00,0.00,0.00
1775255868.955,3.3730,1.3464,0.3126,-143.4,-0.050,-0.041,0.065,1.50,0.00,0.00
1775255869.008,3.3697,1.3426,0.3110,-144.8,-0.062,-0.072,0.095,1.50,0.00,0.00
1775255869.062,3.3605,1.3339,0.3111,-146.1,-0.174,-0.164,0.239,1.50,0.00,0.00
1775255869.115,3.3486,1.3237,0.3118,-147.0,-0.223,-0.191,0.294,1.50,0.00,0.00
1775255869.168,3.3332,1.3125,0.3124,-147.9,-0.288,-0.210,0.356,1.50,0.00,0.00
1775255869.222,3.3048,1.2915,0.3127,-148.8,-0.531,-0.394,0.662,1.50,0.00,0.00
1775255869.275,3.2712,1.2687,0.3137,-149.3,-0.631,-0.426,0.761,1.50,0.00,0.00
1775255869.328,3.2346,1.2498,0.3124,-149.5,-0.688,-0.355,0.774,1.50,0.00,0.00
1775255869.382,3.1933,1.2243,0.3136,-150.3,-0.774,-0.480,0.911,1.50,0.00,0.00
1775255869.435,3.1451,1.2011,0.3186,-150.7,-0.903,-0.433,1.002,1.50,0.00,0.00
1775255869.488,3.1142,1.1858,0.3112,-151.1,-0.579,-0.288,0.646,1.50,0.00,0.00
1775255869.542,3.0389,1.1527,0.3134,-151.5,-1.413,-0.621,1.543,0.00,0.00,0.00
1775255869.595,2.9820,1.1219,0.2992,-151.7,-1.066,-0.578,1.213,0.00,0.00,0.00
1775255869.648,2.9748,1.1105,0.3017,-152.1,-0.136,-0.212,0.252,0.00,0.00,0.00
1775255869.702,2.9237,1.0814,0.3099,-151.9,-0.957,-0.546,1.101,0.00,0.00,0.00
1775255869.755,2.8818,1.0488,0.3014,-152.2,-0.785,-0.611,0.995,0.00,0.00,0.00
1775255869.808,2.8448,1.0343,0.2972,-151.9,-0.694,-0.273,0.746,0.00,0.00,0.00
1775255869.862,2.8209,1.0250,0.3017,-151.7,-0.449,-0.173,0.481,0.00,0.00,0.00
1775255869.915,2.7866,1.0073,0.3119,-151.6,-0.641,-0.332,0.722,0.00,0.00,0.00
1775255869.968,2.7511,0.9940,0.3104,-151.5,-0.668,-0.251,0.713,0.00,0.00,0.00
1775255870.022,2.7272,0.9834,0.3082,-151.4,-0.447,-0.198,0.489,0.00,0.00,0.00
1775255870.075,2.7070,0.9759,0.3084,-151.2,-0.379,-0.140,0.404,0.00,0.00,0.00
1775255870.128,2.6910,0.9681,0.3073,-151.0,-0.301,-0.148,0.335,0.00,0.00,0.00
1775255870.182,2.6823,0.9672,0.3097,-150.9,-0.162,-0.016,0.162,0.00,0.00,0.00
1775255870.233,2.6761,0.9629,0.3110,-150.9,-0.122,-0.084,0.148,0.00,0.00,0.00
1775255870.285,2.6694,0.9566,0.3110,-150.9,-0.129,-0.121,0.176,0.00,0.00,0.00
1775255870.338,2.6627,0.9511,0.3108,-150.8,-0.125,-0.103,0.162,0.00,0.00,0.00
1775255870.392,2.6567,0.9460,0.3099,-150.8,-0.114,-0.096,0.149,0.00,0.00,0.00
1775255870.445,2.6508,0.9430,0.3085,-150.9,-0.111,-0.057,0.125,0.00,0.00,0.00
1775255870.498,2.6464,0.9383,0.3074,-150.9,-0.082,-0.087,0.120,0.00,0.00,0.00
1775255870.555,2.6427,0.9356,0.3074,-150.9,-0.065,-0.047,0.080,0.00,0.00,0.00
1775255870.608,2.6390,0.9337,0.3071,-151.0,-0.070,-0.036,0.079,0.00,0.00,0.00
1775255870.662,2.6352,0.9323,0.3068,-151.0,-0.070,-0.028,0.075,0.00,0.00,0.00
1775255870.715,2.6327,0.9325,0.3071,-150.9,-0.047,0.005,0.048,0.00,0.00,0.00
1775255870.768,2.6312,0.9326,0.3072,-150.6,-0.028,0.001,0.028,0.00,0.00,0.00
1775255870.822,2.6313,0.9316,0.3072,-150.4,0.002,-0.019,0.019,0.00,0.00,0.00
1775255870.875,2.6324,0.9309,0.3073,-150.2,0.020,-0.014,0.024,0.00,0.00,0.00
1775255870.928,2.6336,0.9303,0.3076,-150.0,0.023,-0.010,0.026,0.00,0.00,0.00
1775255870.982,2.6346,0.9299,0.3078,-149.8,0.018,-0.007,0.019,0.00,0.00,0.00
1775255871.035,2.6352,0.9297,0.3080,-149.6,0.012,-0.004,0.013,0.00,0.00,0.00
1775255871.088,2.6357,0.9296,0.3081,-149.4,0.009,-0.002,0.009,0.00,0.00,0.00
1775255871.138,2.6362,0.9295,0.3081,-149.3,0.009,-0.002,0.009,0.00,0.00,0.00
1775255871.192,2.6366,0.9295,0.3082,-149.2,0.009,-0.001,0.009,0.00,0.00,0.00
1775255871.245,2.6370,0.9295,0.3083,-149.1,0.007,0.000,0.007,0.00,0.00,0.00
1775255871.301,2.6373,0.9295,0.3083,-149.1,0.005,0.000,0.005,0.00,0.00,0.00
1775255871.355,2.6375,0.9295,0.3083,-149.1,0.003,0.000,0.003,0.00,0.00,0.00
1775255871.408,2.6376,0.9296,0.3084,-149.0,0.003,0.002,0.004,0.00,0.00,0.00
1775255871.461,2.6379,0.9297,0.3084,-149.0,0.004,0.002,0.005,0.00,0.00,0.00
1775255871.515,2.6382,0.9299,0.3084,-149.0,0.007,0.003,0.007,0.00,0.00,0.00
1775255871.565,2.6385,0.9301,0.3084,-149.0,0.006,0.003,0.007,0.00,0.00,0.00
1775255871.615,2.6388,0.9302,0.3084,-148.9,0.006,0.004,0.007,0.00,0.00,0.00
1775255871.668,2.6392,0.9304,0.3084,-148.9,0.006,0.003,0.007,0.00,0.00,0.00
1775255871.718,2.6396,0.9305,0.3084,-148.9,0.008,0.003,0.009,0.00,0.00,0.00
1775255871.771,2.6399,0.9307,0.3085,-148.9,0.006,0.003,0.006,0.00,0.00,0.00
1775255871.825,2.6402,0.9309,0.3085,-148.9,0.005,0.003,0.006,0.00,0.00,0.00
1775255871.875,2.6404,0.9310,0.3085,-148.9,0.004,0.002,0.005,0.00,0.00,0.00
1775255871.928,2.6406,0.9311,0.3085,-148.9,0.005,0.002,0.005,0.00,0.00,0.00
1775255871.981,2.6409,0.9312,0.3085,-148.9,0.006,0.002,0.006,0.00,0.00,0.00
1775255872.035,2.6411,0.9313,0.3085,-148.9,0.004,0.002,0.004,0.00,0.00,0.00
1775255872.088,2.6412,0.9313,0.3085,-148.9,0.001,0.001,0.002,0.00,0.00,0.00
