time,x,y,z,yaw_deg,vx,vy,speed,cmd_vx,cmd_vy,cmd_wz
1775255885.353,4.1098,3.9817,0.3124,56.0,0.338,0.488,0.594,0.50,0.00,0.00
1775255885.407,4.1229,4.0029,0.3072,56.0,0.245,0.398,0.468,0.50,0.00,0.00
1775255885.460,4.1433,4.0295,0.3102,56.3,0.381,0.497,0.626,0.50,0.00,0.00
1775255885.514,4.1560,4.0507,0.3123,56.3,0.238,0.399,0.465,0.50,0.00,0.00
1775255885.567,4.1697,4.0751,0.3124,56.1,0.257,0.457,0.524,0.50,0.00,0.00
1775255885.617,4.1844,4.0999,0.3113,56.1,0.294,0.496,0.577,0.50,0.00,0.00
1775255885.670,4.2048,4.1255,0.3098,56.1,0.383,0.480,0.614,0.50,0.00,0.00
1775255885.724,4.2171,4.1530,0.3124,55.9,0.230,0.517,0.566,0.50,0.00,0.00
1775255885.777,4.2316,4.1757,0.3167,56.0,0.272,0.426,0.505,0.50,0.00,0.00
1775255885.830,4.2484,4.2007,0.3159,56.2,0.315,0.468,0.564,0.50,0.00,0.00
1775255885.883,4.2670,4.2284,0.3135,56.4,0.349,0.519,0.626,0.50,0.00,0.00
1775255885.937,4.2863,4.2581,0.3104,56.5,0.362,0.556,0.663,0.50,0.00,0.00
1775255885.987,4.3044,4.2818,0.3069,56.7,0.360,0.473,0.594,0.50,0.00,0.00
1775255886.040,4.3193,4.3016,0.3114,56.9,0.281,0.372,0.466,0.50,0.00,0.00
1775255886.097,4.3334,4.3248,0.3125,56.8,0.249,0.411,0.481,0.50,0.00,0.00
1775255886.147,4.3485,4.3511,0.3123,56.6,0.300,0.524,0.604,0.50,0.00,0.00
1775255886.200,4.3646,4.3793,0.3109,56.5,0.303,0.530,0.610,0.50,0.00,0.00
1775255886.253,4.3846,4.4028,0.3113,56.7,0.375,0.439,0.577,0.50,0.00,0.00
1775255886.307,4.3950,4.4286,0.3154,56.6,0.195,0.485,0.523,0.50,0.00,0.00
1775255886.360,4.4090,4.4492,0.3171,56.8,0.263,0.387,0.468,0.50,0.00,0.00
1775255886.413,4.4257,4.4747,0.3156,56.9,0.313,0.477,0.571,0.50,0.00,0.00
1775255886.470,4.4476,4.5054,0.3132,57.1,0.387,0.542,0.666,0.50,0.00,0.00
1775255886.523,4.4630,4.5304,0.3078,57.2,0.288,0.470,0.551,0.50,0.00,0.00
1775255886.589,4.4797,4.5501,0.3073,57.3,0.257,0.302,0.396,0.50,0.00,0.00
1775255886.644,4.4975,4.5789,0.3122,57.5,0.324,0.525,0.617,0.50,0.00,0.00
1775255886.697,4.5121,4.6054,0.3122,57.4,0.274,0.496,0.567,0.50,0.00,0.00
1775255886.753,4.5274,4.6328,0.3106,57.4,0.270,0.486,0.556,0.50,0.00,0.00
1775255886.807,4.5472,4.6595,0.3091,57.5,0.372,0.499,0.622,0.50,0.00,0.00
1775255886.863,4.5559,4.6858,0.3115,57.2,0.154,0.464,0.489,0.50,0.00,0.00
1775255886.917,4.5681,4.7080,0.3157,57.2,0.228,0.417,0.475,0.50,0.00,0.00
1775255886.970,4.5805,4.7321,0.3155,57.3,0.233,0.451,0.507,0.50,0.00,0.00
1775255887.023,4.5971,4.7630,0.3139,57.4,0.311,0.579,0.657,0.50,0.00,0.00
1775255887.077,4.6133,4.7909,0.3116,57.5,0.303,0.525,0.606,0.50,0.00,0.00
1775255887.130,4.6287,4.8196,0.3072,57.6,0.290,0.539,0.612,0.50,0.00,0.00
1775255887.184,4.6459,4.8387,0.3088,58.0,0.319,0.354,0.477,0.50,0.00,0.00
1775255887.237,4.6606,4.8599,0.3106,58.1,0.278,0.400,0.487,0.50,0.00,0.00
1775255887.290,4.6753,4.8839,0.3105,58.0,0.276,0.449,0.527,0.50,0.00,0.00
1775255887.347,4.6924,4.9107,0.3094,57.8,0.302,0.475,0.562,0.50,0.00,0.00
1775255887.400,4.7097,4.9391,0.3069,57.9,0.325,0.531,0.623,0.50,0.00,0.00
1775255887.450,4.7201,4.9647,0.3089,57.6,0.207,0.513,0.553,0.50,0.00,0.00
1775255887.503,4.7310,4.9871,0.3134,57.7,0.205,0.419,0.467,0.50,0.00,0.00
1775255887.557,4.7440,5.0121,0.3138,57.9,0.243,0.470,0.529,0.50,0.00,0.00
1775255887.610,4.7592,5.0416,0.3122,58.0,0.285,0.553,0.622,0.50,0.00,0.00
1775255887.663,4.7753,5.0700,0.3101,58.2,0.300,0.531,0.610,0.50,0.00,0.00
1775255887.717,4.7919,5.0996,0.3057,58.3,0.313,0.557,0.639,0.50,0.00,0.00
1775255887.770,4.8086,5.1200,0.3080,58.7,0.314,0.382,0.495,0.50,0.00,0.00
1775255887.827,4.8222,5.1419,0.3106,58.8,0.241,0.386,0.455,0.50,0.00,0.00
1775255887.880,4.8352,5.1652,0.3103,58.6,0.242,0.437,0.500,0.50,0.00,0.00
1775255887.930,4.8502,5.1913,0.3095,58.6,0.301,0.522,0.602,0.50,0.00,0.00
1775255887.983,4.8666,5.2183,0.3077,58.6,0.308,0.507,0.593,0.50,0.00,0.00
1775255888.036,4.8810,5.2452,0.3102,58.4,0.269,0.505,0.572,0.50,0.00,0.00
1775255888.090,4.8919,5.2685,0.3156,58.3,0.206,0.436,0.482,0.50,0.00,0.00
1775255888.143,4.9046,5.2918,0.3162,58.4,0.237,0.438,0.498,0.50,0.00,0.00
1775255888.194,4.9179,5.3180,0.3149,58.5,0.265,0.519,0.583,0.50,0.00,0.00
1775255888.247,4.9348,5.3481,0.3128,58.8,0.318,0.568,0.651,0.50,0.00,0.00
1775255888.300,4.9518,5.3757,0.3096,58.9,0.320,0.517,0.609,0.50,0.00,0.00
1775255888.353,4.9674,5.3982,0.3060,59.1,0.290,0.422,0.512,0.50,0.00,0.00
1775255888.406,4.9813,5.4186,0.3108,59.3,0.262,0.382,0.463,0.50,0.00,0.00
1775255888.460,4.9951,5.4426,0.3117,59.1,0.257,0.450,0.518,0.50,0.00,0.00
1775255888.513,5.0096,5.4668,0.3109,59.0,0.272,0.454,0.530,0.50,0.00,0.00
1775255888.567,5.0266,5.4961,0.3089,59.0,0.319,0.549,0.634,0.50,0.00,0.00
1775255888.620,5.0417,5.5235,0.3072,58.9,0.285,0.514,0.587,0.50,0.00,0.00
1775255888.670,5.0502,5.5404,0.3110,58.8,0.168,0.337,0.376,0.50,0.00,0.00
1775255888.723,5.0602,5.5621,0.3142,59.1,0.190,0.412,0.454,0.50,0.00,0.00
1775255888.776,5.0791,5.5936,0.3143,59.2,0.352,0.587,0.684,0.50,0.00,0.00
1775255888.830,5.0960,5.6239,0.3124,59.4,0.316,0.569,0.651,0.00,0.00,0.00
1775255888.888,5.1138,5.6522,0.3097,59.6,0.309,0.490,0.579,0.00,0.00,0.00
1775255888.940,5.1266,5.6776,0.3054,59.6,0.245,0.487,0.545,0.00,0.00,0.00
1775255888.993,5.1387,5.6906,0.3076,59.8,0.226,0.243,0.332,0.00,0.00,0.00
1775255889.047,5.1475,5.7109,0.3092,59.8,0.164,0.379,0.413,0.00,0.00,0.00
1775255889.100,5.1549,5.7317,0.3089,59.7,0.139,0.391,0.415,0.00,0.00,0.00
1775255889.153,5.1621,5.7482,0.3080,59.8,0.137,0.309,0.338,0.00,0.00,0.00
1775255889.206,5.1689,5.7632,0.3076,59.7,0.126,0.282,0.309,0.00,0.00,0.00
1775255889.260,5.1724,5.7772,0.3046,59.5,0.066,0.263,0.271,0.00,0.00,0.00
1775255889.313,5.1749,5.7856,0.3082,59.5,0.047,0.156,0.163,0.00,0.00,0.00
1775255889.366,5.1784,5.7902,0.3087,59.6,0.066,0.088,0.110,0.00,0.00,0.00
1775255889.420,5.1818,5.7959,0.3093,59.5,0.063,0.107,0.124,0.00,0.00,0.00
1775255889.473,5.1850,5.8022,0.3090,59.3,0.060,0.117,0.132,0.00,0.00,0.00
1775255889.526,5.1883,5.8091,0.3086,59.3,0.061,0.130,0.144,-0.50,0.00,0.00
1775255889.580,5.1906,5.8129,0.3077,59.4,0.043,0.071,0.083,-0.50,0.00,0.00
1775255889.633,5.1942,5.8144,0.3052,59.6,0.068,0.027,0.073,-0.50,0.00,0.00
1775255889.686,5.1945,5.8132,0.3036,59.8,0.005,-0.022,0.022,-0.50,0.00,0.00
1775255889.740,5.1899,5.8107,0.3057,59.8,-0.086,-0.047,0.098,-0.50,0.00,0.00
1775255889.793,5.1868,5.8049,0.3073,59.9,-0.058,-0.109,0.123,-0.50,0.00,0.00
1775255889.846,5.1830,5.7974,0.3084,59.9,-0.072,-0.141,0.158,-0.50,0.00,0.00
1775255889.900,5.1796,5.7882,0.3093,60.1,-0.064,-0.171,0.183,-0.50,0.00,0.00
1775255889.953,5.1744,5.7767,0.3105,60.2,-0.098,-0.217,0.238,-0.50,0.00,0.00
1775255890.006,5.1672,5.7610,0.3105,60.3,-0.135,-0.295,0.324,-0.50,0.00,0.00
1775255890.060,5.1582,5.7441,0.3077,60.4,-0.169,-0.316,0.358,-0.50,0.00,0.00
1775255890.113,5.1487,5.7241,0.3039,60.5,-0.177,-0.376,0.415,-0.50,0.00,0.00
1775255890.166,5.1370,5.7078,0.3072,60.6,-0.221,-0.306,0.377,-0.50,0.00,0.00
1775255890.220,5.1247,5.6914,0.3079,60.6,-0.228,-0.305,0.381,-0.50,0.00,0.00
1775255890.273,5.1117,5.6747,0.3076,60.6,-0.245,-0.315,0.399,-0.50,0.00,0.00
1775255890.326,5.0977,5.6521,0.3045,60.4,-0.264,-0.424,0.499,-0.50,0.00,0.00
1775255890.380,5.0849,5.6398,0.3062,60.1,-0.239,-0.230,0.332,-0.50,0.00,0.00
1775255890.433,5.0766,5.6215,0.3106,60.3,-0.155,-0.344,0.377,-0.50,0.00,0.00
1775255890.486,5.0666,5.6015,0.3120,60.4,-0.187,-0.375,0.419,-0.50,0.00,0.00
1775255890.540,5.0561,5.5785,0.3119,60.5,-0.198,-0.432,0.475,-0.50,0.00,0.00
1775255890.593,5.0436,5.5547,0.3103,60.7,-0.234,-0.446,0.504,-0.50,0.00,0.00
1775255890.643,5.0322,5.5320,0.3090,60.9,-0.228,-0.453,0.507,-0.50,0.00,0.00
1775255890.696,5.0197,5.5144,0.3111,60.9,-0.235,-0.332,0.406,-0.50,0.00,0.00
1775255890.754,5.0081,5.4971,0.3107,60.9,-0.200,-0.299,0.360,-0.50,0.00,0.00
1775255890.806,4.9917,5.4691,0.3064,60.9,-0.313,-0.535,0.620,-0.50,0.00,0.00
1775255890.863,4.9762,5.4502,0.3077,60.6,-0.274,-0.333,0.431,-0.50,0.00,0.00
1775255890.920,4.9655,5.4287,0.3115,60.7,-0.189,-0.380,0.424,-0.50,0.00,0.00
1775255890.970,4.9543,5.4075,0.3129,60.8,-0.225,-0.425,0.481,-0.50,0.00,0.00
1775255891.023,4.9417,5.3824,0.3125,60.9,-0.236,-0.470,0.526,-0.50,0.00,0.00
1775255891.076,4.9273,5.3557,0.3087,61.1,-0.271,-0.501,0.569,-0.50,0.00,0.00
1775255891.130,4.9164,5.3346,0.3115,61.4,-0.203,-0.397,0.445,-0.50,0.00,0.00
1775255891.183,4.9039,5.3171,0.3123,61.4,-0.235,-0.327,0.403,-0.50,0.00,0.00
1775255891.236,4.8899,5.2954,0.3112,61.4,-0.264,-0.408,0.485,-0.50,0.00,0.00
1775255891.289,4.8731,5.2685,0.3061,61.3,-0.316,-0.505,0.596,-0.50,0.00,-0.80
1775255891.343,4.8611,5.2504,0.3101,61.1,-0.223,-0.338,0.405,-0.50,0.00,-0.80
1775255891.394,4.8523,5.2310,0.3128,61.2,-0.173,-0.382,0.419,-0.50,0.00,-0.80
1775255891.446,4.8411,5.2086,0.3148,60.7,-0.214,-0.427,0.477,-0.50,0.00,-0.80
1775255891.503,4.8270,5.1819,0.3136,59.4,-0.249,-0.472,0.534,-0.50,0.00,-0.80
1775255891.560,4.8132,5.1556,0.3124,57.4,-0.244,-0.464,0.524,-0.50,0.00,-0.80
1775255891.610,4.7964,5.1370,0.3160,54.8,-0.330,-0.368,0.494,-0.50,0.00,-0.80
1775255891.663,4.7800,5.1173,0.3168,52.0,-0.313,-0.374,0.488,-0.50,0.00,0.00
1775255891.716,4.7603,5.0957,0.3149,48.9,-0.368,-0.403,0.546,-0.50,0.00,0.00
1775255891.770,4.7375,5.0818,0.3122,46.3,-0.429,-0.262,0.502,-0.50,0.00,0.00
1775255891.823,4.7220,5.0646,0.3155,44.3,-0.290,-0.322,0.434,-0.50,0.00,0.00
1775255891.876,4.7008,5.0480,0.3158,42.3,-0.398,-0.312,0.506,-0.50,0.00,0.00
1775255891.933,4.6792,5.0310,0.3155,40.7,-0.382,-0.301,0.486,-0.50,0.00,0.00
1775255891.986,4.6573,5.0110,0.3101,39.3,-0.409,-0.374,0.554,-0.50,0.00,0.00
1775255892.039,4.6364,4.9978,0.3115,38.4,-0.392,-0.247,0.463,-0.50,0.00,0.00
1775255892.093,4.6166,4.9853,0.3153,37.4,-0.372,-0.235,0.440,-0.50,0.00,0.00
1775255892.146,4.5958,4.9745,0.3162,36.6,-0.390,-0.202,0.439,-0.50,0.00,0.00
1775255892.199,4.5721,4.9615,0.3144,36.1,-0.445,-0.243,0.507,-0.50,0.00,0.00
1775255892.253,4.5497,4.9486,0.3112,35.3,-0.421,-0.242,0.485,-0.50,0.00,0.00
1775255892.306,4.5306,4.9352,0.3143,34.8,-0.357,-0.251,0.436,-0.50,0.00,0.00
1775255892.359,4.5098,4.9196,0.3163,34.4,-0.390,-0.293,0.488,-0.50,0.00,0.00
1775255892.413,4.4892,4.9035,0.3167,34.1,-0.387,-0.303,0.491,-0.50,0.00,0.00
1775255892.466,4.4644,4.8857,0.3130,33.8,-0.465,-0.332,0.571,-0.50,0.00,0.00
1775255892.519,4.4416,4.8691,0.3123,33.8,-0.428,-0.312,0.529,-0.50,0.00,0.00
1775255892.573,4.4222,4.8578,0.3136,33.7,-0.363,-0.213,0.421,-0.50,0.00,0.00
1775255892.626,4.4002,4.8445,0.3130,33.6,-0.413,-0.248,0.481,-0.50,0.00,0.00
1775255892.683,4.3723,4.8282,0.3088,33.5,-0.494,-0.289,0.572,-0.50,0.00,0.00
1775255892.736,4.3492,4.8164,0.3081,33.1,-0.433,-0.221,0.486,-0.50,0.00,0.00
1775255892.789,4.3314,4.8039,0.3114,33.2,-0.332,-0.234,0.406,-0.50,0.00,0.00
1775255892.843,4.3100,4.7890,0.3138,33.2,-0.402,-0.279,0.489,-0.50,0.00,0.00
1775255892.896,4.2892,4.7732,0.3145,33.2,-0.390,-0.297,0.490,-0.50,0.00,0.00
1775255892.949,4.2645,4.7573,0.3121,33.2,-0.462,-0.298,0.550,-0.50,0.00,0.00
1775255893.003,4.2417,4.7415,0.3126,33.3,-0.429,-0.296,0.521,-0.50,0.00,0.00
1775255893.059,4.2198,4.7306,0.3137,33.3,-0.385,-0.192,0.430,-0.50,0.00,0.00
1775255893.113,4.1963,4.7179,0.3125,33.3,-0.442,-0.239,0.502,-0.50,0.00,0.00
1775255893.166,4.1696,4.7018,0.3079,33.2,-0.501,-0.302,0.585,-0.50,0.00,0.00
1775255893.219,4.1491,4.6924,0.3105,33.0,-0.385,-0.176,0.423,-0.50,0.00,0.00
1775255893.273,4.1305,4.6783,0.3135,33.1,-0.348,-0.264,0.436,-0.50,0.00,0.00
1775255893.329,4.1083,4.6622,0.3153,33.2,-0.393,-0.285,0.486,-0.50,0.00,0.00
1775255893.383,4.0861,4.6446,0.3143,33.2,-0.416,-0.330,0.531,-0.50,0.00,0.00
1775255893.436,4.0619,4.6290,0.3114,33.3,-0.454,-0.292,0.540,-0.50,0.00,0.00
1775255893.489,4.0409,4.6152,0.3130,33.5,-0.393,-0.259,0.471,-0.50,0.00,0.00
1775255893.543,4.0210,4.6046,0.3134,33.5,-0.374,-0.198,0.423,-0.50,0.00,0.00
1775255893.596,3.9966,4.5907,0.3113,33.6,-0.458,-0.262,0.528,-0.50,0.00,0.00
1775255893.649,3.9706,4.5771,0.3070,33.4,-0.485,-0.254,0.547,-0.50,0.00,0.00
1775255893.703,3.9498,4.5638,0.3108,33.2,-0.393,-0.250,0.466,-0.50,0.00,0.00
1775255893.756,3.9297,4.5486,0.3132,33.4,-0.375,-0.285,0.471,-0.50,0.00,0.00
1775255893.809,3.9104,4.5341,0.3146,33.4,-0.362,-0.272,0.453,-0.50,0.00,0.00
1775255893.863,3.8868,4.5165,0.3129,33.5,-0.443,-0.330,0.552,-0.50,0.00,0.00
1775255893.916,3.8619,4.4995,0.3112,33.7,-0.467,-0.318,0.565,-0.50,0.00,0.00
1775255893.969,3.8422,4.4891,0.3132,33.8,-0.370,-0.195,0.418,-0.50,0.00,0.00
1775255894.023,3.8199,4.4775,0.3130,33.9,-0.417,-0.217,0.470,-0.50,0.00,0.00
1775255894.076,3.7949,4.4640,0.3100,33.9,-0.470,-0.255,0.534,-0.50,0.00,0.00
1775255894.129,3.7725,4.4540,0.3078,33.6,-0.420,-0.187,0.460,-0.50,0.00,0.00
1775255894.183,3.7530,4.4408,0.3121,33.6,-0.366,-0.248,0.442,-0.50,0.00,0.00
1775255894.236,3.7329,4.4267,0.3143,33.8,-0.377,-0.264,0.460,-0.50,0.00,0.00
1775255894.289,3.7114,4.4114,0.3151,33.9,-0.403,-0.287,0.495,-0.50,0.00,0.00
1775255894.343,3.6881,4.3943,0.3122,33.9,-0.437,-0.321,0.542,-0.50,0.00,0.00
1775255894.396,3.6651,4.3770,0.3112,34.1,-0.433,-0.326,0.542,-0.50,0.00,0.00
1775255894.449,3.6453,4.3654,0.3131,34.3,-0.368,-0.215,0.426,-0.50,0.00,0.00
1775255894.503,3.6235,4.3527,0.3125,34.3,-0.410,-0.240,0.475,-0.50,0.00,0.00
1775255894.556,3.5984,4.3382,0.3091,34.3,-0.472,-0.272,0.544,-0.50,0.00,0.00
1775255894.609,3.5735,4.3249,0.3071,34.0,-0.467,-0.250,0.529,-0.50,0.00,0.00
1775255894.662,3.5565,4.3123,0.3103,34.1,-0.320,-0.237,0.398,-0.50,0.00,0.00
1775255894.716,3.5367,4.2980,0.3131,34.1,-0.370,-0.268,0.457,-0.50,0.00,0.00
1775255894.769,3.5150,4.2810,0.3139,34.1,-0.405,-0.317,0.515,-0.50,0.00,0.00
1775255894.823,3.4923,4.2645,0.3112,34.1,-0.428,-0.311,0.529,-0.50,0.00,0.00
1775255894.876,3.4689,4.2479,0.3127,34.4,-0.438,-0.312,0.538,-0.50,0.00,0.00
1775255894.929,3.4507,4.2385,0.3137,34.4,-0.342,-0.177,0.385,-0.50,0.00,0.80
1775255894.986,3.4256,4.2241,0.3126,34.5,-0.442,-0.253,0.509,-0.50,0.00,0.80
1775255895.039,3.4017,4.2080,0.3077,34.8,-0.448,-0.301,0.540,-0.50,0.00,0.80
1775255895.093,3.3812,4.1961,0.3093,35.7,-0.383,-0.224,0.444,-0.50,0.00,0.80
1775255895.146,3.3632,4.1798,0.3137,37.5,-0.339,-0.306,0.456,-0.50,0.00,0.80
1775255895.199,3.3441,4.1631,0.3167,39.9,-0.357,-0.315,0.476,-0.50,0.00,0.80
1775255895.252,3.3256,4.1436,0.3171,42.9,-0.348,-0.364,0.504,-0.50,0.00,0.00
1775255895.306,3.3039,4.1226,0.3133,46.4,-0.406,-0.395,0.566,-0.50,0.00,0.00
1775255895.359,3.2931,4.1009,0.3132,49.3,-0.203,-0.405,0.453,-0.50,0.00,0.00
1775255895.412,3.2774,4.0875,0.3144,51.7,-0.296,-0.253,0.389,-0.50,0.00,0.00
1775255895.466,3.2625,4.0697,0.3136,53.9,-0.279,-0.334,0.436,-0.50,0.00,0.00
1775255895.522,3.2449,4.0479,0.3102,55.8,-0.309,-0.383,0.492,-0.50,0.00,0.00
1775255895.576,3.2347,4.0298,0.3074,56.9,-0.191,-0.339,0.389,-0.50,0.00,0.00
1775255895.630,3.2244,4.0101,0.3104,58.2,-0.191,-0.366,0.413,-0.50,0.00,0.00
1775255895.682,3.2142,3.9889,0.3134,59.2,-0.193,-0.401,0.445,-0.50,0.00,0.00
1775255895.736,3.2023,3.9626,0.3131,60.1,-0.224,-0.493,0.542,-0.50,0.00,0.00
1775255895.789,3.1921,3.9408,0.3133,61.0,-0.192,-0.411,0.454,-0.50,0.00,0.00
1775255895.842,3.1796,3.9158,0.3125,61.7,-0.233,-0.468,0.523,-0.50,0.00,0.00
1775255895.892,3.1677,3.9002,0.3133,62.3,-0.239,-0.312,0.393,-0.50,0.00,0.00
1775255895.946,3.1543,3.8797,0.3117,62.7,-0.249,-0.384,0.458,0.00,0.00,0.00
1775255895.999,3.1426,3.8551,0.3073,62.9,-0.222,-0.463,0.513,0.00,0.00,0.00
1775255896.052,3.1310,3.8383,0.3109,63.0,-0.217,-0.314,0.382,0.00,0.00,0.00
1775255896.106,3.1239,3.8213,0.3144,63.3,-0.133,-0.320,0.347,0.00,0.00,0.00
1775255896.159,3.1155,3.8042,0.3159,63.5,-0.156,-0.318,0.355,0.00,0.00,0.00
1775255896.212,3.1080,3.7902,0.3151,63.5,-0.142,-0.263,0.299,0.00,0.00,0.00
1775255896.269,3.1012,3.7775,0.3133,63.4,-0.121,-0.224,0.254,0.00,0.00,0.00
1775255896.322,3.0963,3.7711,0.3126,63.6,-0.091,-0.121,0.152,0.00,0.00,0.00
1775255896.376,3.0941,3.7673,0.3118,63.7,-0.041,-0.069,0.081,0.00,0.00,0.00
1775255896.429,3.0938,3.7661,0.3116,63.8,-0.006,-0.023,0.024,0.00,0.00,0.00
1775255896.480,3.0945,3.7664,0.3115,63.8,0.014,0.005,0.015,0.00,0.00,0.00
1775255896.532,3.0955,3.7673,0.3117,63.8,0.019,0.018,0.026,0.00,0.00,0.00
1775255896.586,3.0963,3.7683,0.3112,63.9,0.016,0.018,0.024,0.00,0.00,0.00
1775255896.636,3.0968,3.7691,0.3112,63.9,0.010,0.017,0.019,0.00,0.00,0.00
1775255896.689,3.0972,3.7700,0.3107,63.9,0.008,0.017,0.019,0.00,0.00,0.00
1775255896.742,3.0977,3.7712,0.3104,63.9,0.009,0.021,0.023,0.00,0.00,0.00
1775255896.796,3.0985,3.7727,0.3103,63.8,0.014,0.030,0.033,0.00,0.00,0.00
1775255896.849,3.0979,3.7737,0.3102,63.8,-0.011,0.018,0.022,0.00,0.00,0.00
1775255896.902,3.0976,3.7743,0.3099,63.8,-0.005,0.010,0.011,0.00,0.00,0.00
1775255896.956,3.0964,3.7744,0.3096,63.7,-0.022,0.002,0.022,0.00,0.00,0.00
1775255897.012,3.0955,3.7743,0.3097,63.7,-0.017,-0.001,0.017,0.00,0.00,0.00
1775255897.066,3.0946,3.7740,0.3104,63.7,-0.017,-0.007,0.019,0.00,0.00,0.00
1775255897.119,3.0940,3.7737,0.3110,63.8,-0.011,-0.005,0.012,0.00,0.00,0.00
1775255897.172,3.0939,3.7737,0.3112,63.7,-0.002,0.001,0.002,0.00,0.00,0.00
1775255897.226,3.0939,3.7738,0.3113,63.7,0.000,0.001,0.001,0.00,0.00,0.00
1775255897.282,3.0938,3.7737,0.3115,63.6,-0.002,-0.001,0.002,0.00,0.00,0.00
1775255897.336,3.0936,3.7736,0.3116,63.6,-0.005,-0.002,0.005,0.00,0.00,0.00
1775255897.389,3.0929,3.7737,0.3116,63.7,-0.013,0.002,0.013,0.00,0.00,0.00
1775255897.439,3.0932,3.7731,0.3117,64.0,0.006,-0.013,0.014,0.00,0.00,0.00
1775255897.489,3.0936,3.7724,0.3117,64.2,0.008,-0.013,0.016,0.00,0.00,0.00
1775255897.542,3.0936,3.7723,0.3114,64.5,0.000,-0.001,0.001,0.00,0.00,0.00
1775255897.596,3.0934,3.7727,0.3111,64.6,-0.003,0.006,0.007,0.00,0.00,0.00
1775255897.649,3.0930,3.7731,0.3106,64.7,-0.008,0.008,0.011,0.00,0.00,0.00
1775255897.702,3.0933,3.7732,0.3106,64.8,0.005,0.001,0.005,0.00,0.00,0.00
1775255897.756,3.0936,3.7732,0.3107,64.9,0.005,0.000,0.005,0.00,0.00,0.00
1775255897.809,3.0939,3.7732,0.3107,65.0,0.006,0.001,0.006,0.00,0.00,0.00
1775255897.866,3.0941,3.7734,0.3108,65.0,0.003,0.003,0.005,0.00,0.00,0.00
1775255897.919,3.0942,3.7735,0.3108,65.0,0.003,0.001,0.003,0.00,0.00,0.00
1775255897.973,3.0942,3.7736,0.3108,65.1,-0.001,0.002,0.003,0.00,0.00,0.00
1775255898.026,3.0942,3.7735,0.3108,65.0,0.001,-0.001,0.002,0.00,0.00,0.00
1775255898.079,3.0944,3.7736,0.3108,65.0,0.002,0.000,0.002,0.00,0.00,0.00
1775255898.132,3.0944,3.7736,0.3108,65.1,0.001,0.001,0.001,0.00,0.00,0.00
1775255898.185,3.0944,3.7737,0.3108,65.1,-0.000,0.002,0.002,0.00,0.00,0.00
1775255898.239,3.0945,3.7738,0.3108,65.1,0.003,0.001,0.003,0.00,0.00,0.00
1775255898.292,3.0947,3.7739,0.3108,65.1,0.003,0.001,0.003,0.00,0.00,0.00
1775255898.345,3.0947,3.7739,0.3108,65.1,0.001,0.001,0.001,0.00,0.00,0.00
1775255898.399,3.0947,3.7740,0.3108,65.2,0.000,0.001,0.001,0.00,0.00,0.00
1775255898.452,3.0947,3.7740,0.3108,65.2,-0.000,0.001,0.001,0.00,0.00,0.00
1775255898.505,3.0948,3.7740,0.3108,65.1,0.001,0.001,0.001,0.00,0.00,0.00
1775255898.559,3.0949,3.7741,0.3108,65.2,0.001,0.001,0.002,0.00,0.00,0.00
1775255898.612,3.0948,3.7741,0.3108,65.2,-0.001,-0.000,0.001,0.00,0.00,0.00
